what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jubula.toolkit.provider.base,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.base",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.concrete,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.concrete",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.html,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.html",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.rcp,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.rcp.gef,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp.gef",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.swing,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swing",1335441532674
started,bundle,org.eclipse.jubula.toolkit.provider.swt,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swt",1335441532674
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1335441532674
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335441532674
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1335441532674
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1335441532674
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1335441532690
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1335441532690
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1335441532690
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1335441532690
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1335441532690
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1335441532690
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1335441532690
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1335441532690
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1335441532690
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1335441532690
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1335441532690
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1335441532690
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1335441532690
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1335441532690
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1335441532690
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1335441532690
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1335441532690
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1335441532690
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1335441532706
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1335441532706
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335441532706
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1335441532706
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335441532706
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1335441532706
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1335441532706
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1335441532706
started,bundle,org.eclipse.mylyn.github.ui,1.3.0.201202151440-r,"org.eclipse.mylyn.github.ui",1335441532706
os,sysinfo,,,"win32",1335441532706
arch,sysinfo,,,"x86",1335441532706
ws,sysinfo,,,"win32",1335441532706
locale,sysinfo,,,"en_US",1335441532706
processors,sysinfo,,,"2",1335441532706
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335441532706
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1335441532706
java.specification.name,sysinfo,,,"Java Platform API Specification",1335441532706
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335441532706
java.specification.version,sysinfo,,,"1.6",1335441532706
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1335441532706
java.version,sysinfo,,,"1.6.0_20",1335441532706
java.vm.info,sysinfo,,,"mixed mode, sharing",1335441532706
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1335441532706
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335441532706
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335441532706
java.vm.specification.version,sysinfo,,,"1.0",1335441532706
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1335441532706
java.vm.version,sysinfo,,,"16.3-b01",1335441532706
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1335441532706
activated,view,org.eclipse.jubula.client.ui,1.1.0.201109140653,"org.eclipse.jubula.client.ui.views.TestCaseBrowser",1335441535643
activated,view,org.eclipse.jubula.client.ui,1.1.0.201109140653,"org.eclipse.jubula.client.ui.views.TestCaseBrowser",1335441535940
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1335441535956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335441542299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335441550018
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1335441550018
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1335441550081
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1335441550096
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1335441550096
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1335441550112
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1335441550424
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1335441550471
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1335441550706
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1335441550784
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1335441550846
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1335441550956
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1335441551627
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335441551706
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1335441551768
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1335441551846
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1335441551987
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1335441553112
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1335441553518
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1335441553659
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1335441553659
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1335441553690
opened,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1335441555206
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1335441555237
activated,view,org.eclipse.jubula.client.ui,1.1.0.201109140653,"org.eclipse.jubula.client.ui.views.TestSuiteBrowser",1335441556362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335441562987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335441576799
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335441576940
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1335441577143
error,log,,,"Invalid preference page path: XML Syntax",1335441577534
stopped,bundle,org.eclipse.jubula.app,1.1.0.201109140653,"org.eclipse.jubula.app",1335441577596
stopped,bundle,org.eclipse.jubula.app.cmd,1.1.0.201109140653,"org.eclipse.jubula.app.cmd",1335441577596
stopped,bundle,org.eclipse.jubula.app.dbtool,1.1.0.201109140653,"org.eclipse.jubula.app.dbtool",1335441577596
stopped,bundle,org.eclipse.jubula.client.autagent,1.1.0.201109140653,"org.eclipse.jubula.client.autagent",1335441577596
stopped,bundle,org.eclipse.jubula.client.inspector.ui,1.1.0.201109140653,"org.eclipse.jubula.client.inspector.ui",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.html,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.html",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.rcp.gef,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp.gef",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.rcp,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.swing,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swing",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.swt,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swt",1335441577596
stopped,bundle,org.eclipse.jubula.client.ui,1.1.0.201109140653,"org.eclipse.jubula.client.ui",1335441577596
stopped,bundle,org.eclipse.jubula.client.core,1.1.0.201109140653,"org.eclipse.jubula.client.core",1335441577596
stopped,bundle,org.eclipse.jubula.app.autagent,1.1.0.201109140653,"org.eclipse.jubula.app.autagent",1335441577596
stopped,bundle,org.eclipse.jubula.app.autrun,1.1.0.201109140653,"org.eclipse.jubula.app.autrun",1335441577596
stopped,bundle,org.eclipse.jubula.autagent,1.1.0.201109140653,"org.eclipse.jubula.autagent",1335441577596
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.base,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.base",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.provider.concrete,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.concrete",1335441577596
stopped,bundle,org.eclipse.jubula.toolkit.common,1.1.0.201109140653,"org.eclipse.jubula.toolkit.common",1335441577596
stopped,bundle,org.eclipse.jubula.client.ua.help,1.1.0.201109140653,"org.eclipse.jubula.client.ua.help",1335441577596
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1335441577596
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1335441577596
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1335441577596
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1335441577596
activated,perspective,org.eclipse.jubula.client.ui,,"org.eclipse.jubula.client.ui.perspectives.SpecificationPerspective",1335441587580
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1335441587580
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1335441587580
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1335441587580
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335441587580
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1335441587580
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1335441587580
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1335441587580
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1335441587580
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1335441587580
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1335441587580
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1335441587580
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1335441587596
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1335441587596
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1335441587596
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1335441587596
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1335441587596
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1335441587596
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1335441587596
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1335441587596
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1335441587596
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1335441587596
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1335441587596
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1335441587596
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1335441587596
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1335441587596
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1335441587596
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1335441587596
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1335441587612
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1335441587612
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1335441587612
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1335441587612
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1335441587612
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1335441587612
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1335441587612
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1335441587627
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1335441587627
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1335441587627
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1335441587627
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1335441587627
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1335441587627
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1335441587627
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1335441587627
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1335441587627
started,bundle,org.eclipse.jubula.client.core,1.1.0.201109140653,"org.eclipse.jubula.client.core",1335441587627
started,bundle,org.eclipse.jubula.client.inspector.ui,1.1.0.201109140653,"org.eclipse.jubula.client.inspector.ui",1335441587627
started,bundle,org.eclipse.jubula.client.ui,1.1.0.201109140653,"org.eclipse.jubula.client.ui",1335441587627
started,bundle,org.eclipse.jubula.rc.rcp,1.1.0.201109140653,"org.eclipse.jubula.rc.rcp",1335441587627
started,bundle,org.eclipse.jubula.toolkit.common,1.1.0.201109140653,"org.eclipse.jubula.toolkit.common",1335441587627
started,bundle,org.eclipse.jubula.toolkit.provider.base,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.base",1335441587627
started,bundle,org.eclipse.jubula.toolkit.provider.concrete,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.concrete",1335441587627
started,bundle,org.eclipse.jubula.toolkit.provider.html,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.html",1335441587643
started,bundle,org.eclipse.jubula.toolkit.provider.rcp,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp",1335441587643
started,bundle,org.eclipse.jubula.toolkit.provider.rcp.gef,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.rcp.gef",1335441587643
started,bundle,org.eclipse.jubula.toolkit.provider.swing,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swing",1335441587643
started,bundle,org.eclipse.jubula.toolkit.provider.swt,1.1.0.201109140653,"org.eclipse.jubula.toolkit.provider.swt",1335441587643
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1335441587643
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335441587658
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1335441587658
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1335441587658
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1335441587658
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1335441587658
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1335441587658
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1335441587658
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1335441587658
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1335441587658
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1335441587658
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1335441587658
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1335441587658
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1335441587658
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1335441587658
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1335441587658
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1335441587658
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1335441587658
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1335441587658
